Date,SPY,IVV,VTI,QQQ,VEA,VWO,IEFA,AGG,VUG,VTV,BND,GLD,IWM,EEM,XLF,XLK,XLV,XLE,XLI,XLY,XLP,XLU,XLRE,XLB,LQD,HYG,TLT,IEMG,IJR,VO
2022-01-03 00:00:00-05:00,477.7099914550781,479.8399963378906,242.97000122070312,401.67999267578125,51.369998931884766,49.810001373291016,75.05999755859375,113.30000305175781,323.0899963378906,147.72000122070312,84.18000030517578,168.3300018310547,225.32000732421875,49.20000076293945,39.529998779296875,175.52000427246094,139.44000244140625,57.220001220703125,104.94000244140625,210.30999755859375,77.0999984741211,70.87000274658203,51.33000183105469,89.43000030517578,131.11000061035156,86.97000122070312,144.3000030517578,60.209999084472656,115.7699966430664,253.38999938964844
2022-01-04 00:00:00-05:00,477.54998779296875,479.67999267578125,242.50999450683594,396.4700012207031,51.560001373291016,49.61000061035156,75.4800033569336,113.29000091552734,319.19000244140625,149.41000366210938,84.16999816894531,169.57000732421875,224.97999572753906,49.029998779296875,40.56999969482422,173.66000366210938,137.60000610351562,59.20000076293945,107.05000305175781,209.02999877929688,77.62000274658203,70.6500015258789,51.130001068115234,90.52999877929688,131.22000122070312,86.75,143.6999969482422,59.97999954223633,116.69000244140625,253.1999969482422
2022-01-05 00:00:00-05:00,468.3800048828125,470.3299865722656,237.25,384.2900085449219,51.11000061035156,48.869998931884766,74.87000274658203,112.94000244140625,308.2300109863281,148.47999572753906,83.87999725341797,169.05999755859375,217.36000061035156,48.22999954223633,40.099998474121094,168.32000732421875,136.6199951171875,59.189998626708984,106.02999877929688,203.38999938964844,77.55000305175781,70.61000061035156,49.470001220703125,90.5199966430664,130.4499969482422,86.08000183105469,142.9199981689453,59.08000183105469,113.69999694824219,246.86000061035156
2022-01-06 00:00:00-05:00,467.94000244140625,469.9800109863281,237.19000244140625,384.0199890136719,50.83000183105469,49.150001525878906,74.38999938964844,112.81999969482422,307.55999755859375,148.74000549316406,83.79000091552734,166.99000549316406,218.60000610351562,48.45000076293945,40.689998626708984,167.47000122070312,135.0399932861328,60.5099983215332,106.5199966430664,202.86000061035156,77.33999633789062,69.87999725341797,49.529998779296875,89.37999725341797,130.27999877929688,86.08999633789062,143.2899932861328,59.29999923706055,114.44000244140625,247.49000549316406
2022-01-07 00:00:00-05:00,466.0899963378906,468.1000061035156,236.11000061035156,379.8599853515625,51.040000915527344,49.400001525878906,74.61000061035156,112.48999786376953,304.2099914550781,149.4199981689453,83.55999755859375,167.75,216.07000732421875,48.88999938964844,41.16999816894531,165.92999267578125,134.35000610351562,61.34000015258789,106.48999786376953,199.47999572753906,77.41999816894531,70.41000366210938,49.27000045776367,89.30000305175781,129.72000122070312,85.87000274658203,142.25999450683594,59.83000183105469,113.16000366210938,246.00999450683594
2022-01-10 00:00:00-05:00,465.510009765625,467.2200012207031,235.6999969482422,380.1099853515625,50.56999969482422,49.5,73.8499984741211,112.38999938964844,303.5899963378906,149.2899932861328,83.48999786376953,168.25999450683594,215.32000732421875,48.88999938964844,41.029998779296875,165.9600067138672,135.72999572753906,61.150001525878906,105.29000091552734,198.25999450683594,76.80999755859375,69.94999694824219,48.97999954223633,88.38999938964844,129.60000610351562,85.94000244140625,142.61000061035156,59.779998779296875,112.69999694824219,245.19000244140625
2022-01-11 00:00:00-05:00,469.75,471.8299865722656,238.0500030517578,385.82000732421875,51.16999816894531,50.459999084472656,74.66000366210938,112.5999984741211,307.5199890136719,150.30999755859375,83.66000366210938,170.2899932861328,217.61000061035156,50.02000045776367,41.38999938964844,167.9499969482422,136.80999755859375,63.22999954223633,105.91999816894531,200.1699981689453,76.72000122070312,69.31999969482422,48.900001525878906,89.36000061035156,129.99000549316406,86.33999633789062,143.55999755859375,61.060001373291016,113.5199966430664,247.9600067138672
2022-01-12 00:00:00-05:00,471.0199890136719,473.0799865722656,238.4199981689453,387.3500061035156,51.720001220703125,51.22999954223633,75.45999908447266,112.5999984741211,308.6199951171875,150.3300018310547,83.62999725341797,170.74000549316406,215.99000549316406,50.849998474121094,41.41999816894531,168.74000549316406,136.4199981689453,63.349998474121094,106.26000213623047,201.49000549316406,76.75,69.54000091552734,49.029998779296875,90.26000213623047,129.89999389648438,86.4800033569336,143.00999450683594,62.06999969482422,113.06999969482422,247.94000244140625
2022-01-13 00:00:00-05:00,464.5299987792969,466.5899963378906,234.92999267578125,377.6600036621094,51.349998474121094,50.59000015258789,74.87999725341797,112.80000305175781,300.4800109863281,150.02000427246094,83.7699966430664,170.16000366210938,214.00999450683594,50.130001068115234,41.2599983215332,164.3699951171875,134.3000030517578,63.029998779296875,106.48999786376953,197.44000244140625,76.88999938964844,69.87999725341797,48.86000061035156,89.55999755859375,130.30999755859375,86.16999816894531,144.27999877929688,61.189998626708984,112.97000122070312,244.83999633789062
2022-01-14 00:00:00-05:00,464.7200012207031,466.75,235.02000427246094,380.010009765625,51.22999954223633,50.689998626708984,74.79000091552734,112.16999816894531,301.1400146484375,149.80999755859375,83.30999755859375,169.6699981689453,214.30999755859375,50.11000061035156,40.83000183105469,165.75999450683594,134.07000732421875,64.51000213623047,105.8499984741211,196.52000427246094,77.02999877929688,69.4000015258789,48.290000915527344,88.80000305175781,129.16000366210938,86.08999633789062,142.10000610351562,61.18000030517578,113.48999786376953,244.14999389648438
