,AGG,BND,EEM,GLD,HYG,IEFA,IEMG,IJR,IVV,IWM,LQD,QQQ,SPY,TLT,VEA,VO,VTI,VTV,VUG,VWO,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2022-01-04,-8.814693636782778e-05,-0.00011838540785369389,-0.0034552897773600932,0.007366515057776857,-0.0025298965693388853,0.005595652716484878,-0.003819991578048354,0.00794648334390713,-0.00033328096572760035,-0.0015090687030456795,0.0008390989147226691,-0.012970341499490168,-0.0003348641827102261,-0.004158168387234595,0.0036985365373802814,-0.000749906932676736,-0.0018932408727531103,0.011440751041398745,-0.012070831553465777,-0.004015400641177225,0.012299890372583944,0.034603240526848156,0.02630882952182212,0.020106650290754313,-0.010597118259600968,0.006744255322308712,-0.0038964595495444287,-0.00310446301407008,-0.013195472754229609,-0.006086232124264179
2022-01-05,-0.0030894564377720313,-0.003445700514354666,-0.01631652585259713,-0.00300766493835114,-0.007723206614356326,-0.008081544003039731,-0.015004920422140078,-0.025623173477382633,-0.01949235042557884,-0.03386953661421144,-0.0058680898322653885,-0.030721109898335652,-0.019202100200029326,-0.005427904981256226,-0.008727609193826646,-0.025039427801059166,-0.02168990816385319,-0.0062247920050030325,-0.03433699788075428,-0.014916300977069419,-0.00011042382738812861,-0.00016900696829313944,-0.01158518564325639,-0.009528145502442964,-0.030749642902378693,-0.0009016629841259727,-0.032466316469808354,-0.0005662165908603134,-0.007122506450952137,-0.02698186787178125
2022-01-06,-0.0010624352233113976,-0.0010732979221957928,0.004561523568473724,-0.012244126909514819,0.00011603887831879156,-0.006411226800816072,0.0037237296767071992,0.00650828146795468,-0.0007440418576651897,0.005704857708006994,-0.0013032819760064873,-0.0007026590100505103,-0.0009393744952613803,0.0025887772785624374,-0.0054785755853788976,0.0025520800396954257,-0.00025287163487330844,0.0017512365397278629,-0.0021736603475125404,0.00572956776797251,-0.012593709149360643,0.022301112028154435,0.014713504254024512,0.004621249374435754,-0.005050038951358471,-0.002708081514502081,0.0012128446507511104,-0.010338489425059771,-0.011564675350450915,-0.0026055854827281566
2022-01-07,-0.0029252063036204756,-0.002744719241876581,0.0090814499441918,0.004551137683908024,-0.002555095804236407,0.002957296681703747,0.008937535292999232,-0.011184892818694392,-0.004000094085976347,-0.011573714098943921,-0.004298103762485073,-0.010832985310945675,-0.003953715781351286,-0.007187899277016352,0.004131545798485403,-0.005980066662566119,-0.004553316282543629,0.00457157059107316,-0.01089207858323793,0.00508645464809665,-0.0008950328670072061,0.013716605204598054,0.0117964471029115,-0.00028158248290810484,-0.009195711140377427,0.0010346847444580032,-0.005249264431498979,0.007584762641714704,-0.0051095625089467855,-0.016661982537753972
2022-01-10,-0.0008888149553774038,-0.0008377428875121495,0.0,0.0030402057039400354,0.0008152535678538353,-0.010186314448973888,-0.0008357318025130622,-0.004064990922929557,-0.0018801196027892209,-0.0034710501031283147,-0.000924846086487352,0.0006581918263419695,-0.0012442061732723664,0.002459966989138307,-0.009208539558890227,-0.0033331694263920575,-0.0017365380253983043,-0.0008702776884377261,-0.002038173835604562,0.002024320115956879,-0.010190384461994384,-0.0030973253891083408,-0.003400578221955164,-0.011268525462096668,0.00018088533755200586,-0.007879399878945814,-0.005885980367701715,-0.006533441164135345,0.010271608443301883,-0.006115762960744342
2022-01-11,0.0018684562809134775,0.0020361207489587585,0.02311316642144745,0.0120646549718888,0.004653976247309011,0.010968217961781379,0.021411953797153993,0.007275923827698705,0.009866888270068985,0.010635199164927167,0.003009235944489097,0.015022048778755126,0.009108158002898437,0.006661803979481906,0.011864793578485022,0.011297338713634808,0.009970398648443846,0.006832487638384954,0.01294506891396252,0.01939386679133115,0.01097416053699396,0.03401460193751138,0.008774096206150439,0.005983386499673005,0.011990746863547397,-0.0011717097316576996,-0.0016333629727028898,-0.009006389998641562,0.00795700283996048,0.009633865883666548
2022-01-12,0.0,-0.0003585002210406696,0.016593338409320424,0.002642622730480104,0.0016217418763619929,0.010715207112995895,0.016541078628685035,-0.003964030777787952,0.0026493518664556515,-0.007444221710006582,-0.0006927926360954517,0.003965675049421913,0.002703696366468389,-0.0038316813439850383,0.010748712388181092,-8.052527295143719e-05,0.0015543037276415372,0.00013331868830879223,0.003577085238807065,0.015259827953969074,0.010071487797276735,0.001897925295848868,0.0007248150865446501,0.0032100079814305627,0.00470374574347332,0.0003913207128929397,0.002658446521069502,0.003173756114203119,-0.0028507319573465306,0.006594501121152563
2022-01-13,0.0017762000245216125,0.0016741866748630763,-0.014159327683290535,-0.0033969884760131075,-0.0035845190235984647,-0.007686245285033033,-0.014177613431344604,-0.0008844810729358166,-0.013718549182472728,-0.009167317506973971,0.003156340614902442,-0.025016330277080168,-0.013778694601533137,0.008880696897659357,-0.007154245638287704,-0.012503126892055794,-0.0146379721607095,-0.0020621585068072434,-0.02637539421435353,-0.012492770919589224,-0.007755343225118172,-0.005051248065858771,-0.0038628478111707443,0.0021644112521637116,-0.02589791202708147,0.0018240961021889213,-0.00346706998934454,0.004889109763220212,-0.015540125272972105,-0.020100388540252423
2022-01-14,-0.00558476515158024,-0.0054910563847782035,-0.0003989292517210252,-0.0028796749096049457,-0.0009287736705611005,-0.0012019021645497396,-0.000163348894332338,0.004602957558774934,0.00034281434064986627,0.0014018295271391867,-0.008824955119332456,0.006222746465228912,0.00040890335996701666,-0.015109220949816815,-0.0023369637988787106,-0.0028181863999237056,0.0003831560590648042,-0.0013997644239067686,0.0021962035969880223,0.001976618330321367,-0.008486045091630756,0.02348086252809245,-0.010421518886257641,-0.006010052656227449,0.008456610478338122,0.0018206653399650552,-0.011666181262673159,-0.006868795221873669,-0.001712592192584128,-0.0046595542771308285
2022-01-18,-0.006062459670506226,-0.0062422169409785955,-0.017760801784685865,-0.001650255097062403,-0.004878692230344872,-0.015242641687479574,-0.01683552362733387,-0.025993493441548998,-0.017675507159243264,-0.03023659227469455,-0.009523064189919439,-0.02489423656956191,-0.017709526634304806,-0.014074782115346851,-0.014639800068414588,-0.021216528377019817,-0.01944536741809888,-0.013550655653834953,-0.023842701150430967,-0.014795688469132484,-0.013175551397716201,0.004030250665364443,-0.022287866370556464,-0.011525671300315565,-0.024010432109620616,-0.014410321465977649,-0.0068336030831835926,-0.011959532390282246,-0.01402247105658938,-0.018929463875546282
2022-01-19,0.0021527380051751255,0.002415917388800537,0.004266494810621468,0.015880526897095182,-0.0009336405865000286,-0.0016292994567306263,0.004654947586554492,-0.01755022709663434,-0.0103378925949833,-0.01626321705312228,0.0015633485497310584,-0.010983763575868166,-0.010383534887765333,0.006923336941832003,-0.00019792721757116993,-0.011005627637510229,-0.01050115653552175,-0.008796753089537312,-0.009422854160567207,0.004004518595968287,-0.00251037674068999,-0.007256455042302101,-0.016783282991510218,-0.01118225405814921,-0.013969897652952978,0.006322783901225426,-0.012927284925240534,0.004520945546705457,-0.004085043695417401,-0.01804989856443817
2022-01-20,0.0005370090890237655,0.00108449579277492,0.005866767552676899,-0.0024988838330701757,-0.0018692480408949441,-0.005439938557206148,0.004633518676400827,-0.021178529163497495,-0.0111073561463777,-0.01809748401061384,-0.0005464602687134112,-0.012988232500671049,-0.011068041786793992,0.006167610480919183,-0.0063403369690878675,-0.012270317819032983,-0.01166512669845543,-0.008738474960660159,-0.013084250261023223,0.006183033057270082,-0.01452937764022133,-0.009175770610487022,-0.00636951531541341,-0.012758656082484499,-0.012913724195368625,-0.0065444429041462415,-0.008872268929394522,0.0013066314042788907,-0.006532600795772336,-0.01822303819461646
